comments,reaction_type
ভাই ভালোবাসা যে নিতান্তই পবিত্র সেটা 96 মুভিতে বলেছে। বর্তমানে ভালোবাসা কে বোঝানো হয় শরীরের নোংরা  ভোগ ও অশ্লীল চাহিদা  । কিন্তু ভাইরে ভালোবাসা যে ঠিক এর উল্টো।আমার কাছে  ভালোবাসা  পৃথিবীর সবচেয়ে সুন্দর একটি অনুভূতি।যে অনুভূতিতে শরীরের কোনো চাহিদা নেই নেই কোন নগ্নতা । আছে শুধু এক বুক ভালোবাসা যে ভালবাসা নিতান্তই পবিত্র র্নিদারুণ আর  অপেক্ষা । এই ভালবাসাটাকে কোনদিন বিবাহ কিনবা তথাকথিত  রিলাসনশিপ এআটকে রাখা যায় না। 96 তার একটি জলজ্যান্ত  প্রমাণ।  96 = 96 মানেই ভালোবাসা,positive
"খুব সুন্দর লাগলো  , আর তোমার কণ্ঠোসুর খুব সুন্দর️️️️",positive
সত্যি গল্পটা অনেক অসাধারণ ছিল একদম হৃদয় ছুঁয়ে গেছে অবশ্যই পরের বার্তা দেখব,positive
অনেক ইমোশনাল মুহুর্ত ছিলো গল্প টাতে,positive
ভাইয়া খুব ভালো লাগলো পরের ভিডিও টি তারাতাড়ি পাঠাও,positive
আমি তো কেঁদেই ফেলেছি,positive
অসাধারণ একটি মুভি।,positive
অসাধারণ একটি মুভি।,positive
মুভিটা  খুব সুন্দর হইছে,positive
গল্পটা অনেক সুন্দর মনে পুরনো স্মৃতি দোলা দিয়ে যায়,positive
